id,text,xlit,plaintext
3329.1,+526-555-235-002-861+,ma-as-maa-va-ra,ravamaaasma
3330.1,+740-920-320+,an-da-ma,madaan
3331.1,+520-460+,na-da,dana
3332.1,+740-460-503-031-002-900-615+,an-da-aa-a-v-aa-n,naavaaadaan
3333.1,+740-416+,an-ta,taan
3334.1,+527-550+,ma-as,asma
3335.1,+740-205-032-002-390-590-032+,an-as-sa-va-ra-va-sa,savaravasaasan
3336.1,+000-642-240-031-002-861+,.a-ta-ma-aa-v-ra,ravaamata.a
3337.1,+740-013-000-000[,an-ta-.-.,..taan
3338.1,+740-176-220-415-798+,an-sa-ma-ta-as,astamasaan
3339.1,+090-740-233-060-368-817+,aa-an-ma-ma-na-ra,ranamamaanaa
3340.1,+740-923-233+,an-aa-m,maaan
3341.1,+740-910+,an-nasan,nasanan
3342.1,+400-090-740-035-171-061+,i-a-an-pa-u-t,tupaanai
3343.1,+426-003-002-388-031+,ya-ja-va-va-aa,aavavajaya
3344.1,]140-388+,ta-va,vata
3344.2,+685+,ka,ka
3345.1,+740-690-435-255+,an-ka-aa-m,maakaan
3346.1,+740-927-240-031+,an-aa-m-aa,aamaaan
3347.1,+000-861-623+,.a-ra-maan,maanra.a
3348.1,+740-792+,an-tata,tataan
3349.1,+481-740-255-360+,sava-an-ma-ma,mamaansava
3350.1,+031-031-550-003+,aa-a-as-ja,jaasaaa
3351.1,+400-520-033-705-233+,i-n-ja-an-ma,maanjani
3352.1,+740-760-705-002-577+,an-ra-an-va-samas,samasvaanraan
3353.1,+740-772-240-002-900-003-590+,an-tara-ma-va-aa-j-va,vajaavamataraan
3354.1,+520-033-705-236-803+,na-ja-an-naaman-sa,sanaamananjana
3355.1,+520-240-740-590-575+,na-ma-an-va-ma,mavaanmana
3356.1,+400-158-460-503+,i-y-da-aa,aadayi
3357.1,+520-220-240-235+,na-ma-ma-maa,maamamana
3358.1,+527-550-741-060-920+,ma-as-an-ma-da,damaanasma
3359.1,+740-390-590-032-741-527+,an-ra-va-sa-an-ma,maansavaraan
3360.1,+401-861-440-220+,ii-ra-pa-ma,maparaii
3361.1,+740-923-741-390-590+,an-aa-an-ra-va,varaanaaan
3362.1,+151-243+,ya-maa,maaya
3363.1,]000-100-240+,.a-aa-m,maa.a
3364.1,+740-416-741-060-920+,an-ta-an-ma-da,damaantaan
3365.1,+740-142-061+,an-aa-t,taaan
3366.1,+621-226+,ma-nmna,nmnama
3367.1,+740-927-741-060-920+,an-aa-an-ma-da,damaanaaan
3368.1,+680-297-741-910+,saksaa-la-an-nasan,nasananlasaksaa
3369.1,+286-645-001-368-817+,as-ka-aa-n-ra,ranaakaas
3370.1,+740-803+,an-sa,saan
3371.1,+520-220+,na-ma,mana
3372.1,+740-773-240/002-900-003-590+,an-tara-ma-va-aa-j-va,vajaavamataraan
3373.1,+740-617-550-061-435-093-740-100-415+,an-nna-as-ta-aa-aa-an-aa-t,taaanaaaataasnnaan
3374.1,+617-142-001-407-371+,nna-aa-a-r-ka,karaaanna
3375.1,+740-825-002+,an-ra-va,varaan
3376.1,+740-000+,an-.,.an
3377.1,]000-220-000-740-000[,.a-ma-.-an-.,.an.ma.a
3378.1,+520-070-033-705-233-235-803+,na-ma-ja-an-ma-maa-sa,samaamaanjamana
3379.1,+740-760-605+,an-ra-na,naraan
3380.1,+390-016+,ra-sa,sara
3381.1,+151-055+,ya-ja,jaya
3382.1,+161-740-384[,ya-an-ba,baanya
3383.1,+156-031-133+,ya-aa-y,yaaya
3384.1,+368-803-031+,na-sa-aa,aasana
3385.1,+435-001-031+,aa-a-a,aaaa
3386.1,+740-904-690+,an-aa-k,kaaan
3387.1,+156-031+,ya-aa,aaya
3388.1,+840+,da,da
3389.1,+590-705-575-920-140+,va-an-ma-da-ta,tadamaanva
3390.1,+820-390-590+,ra-ra-va,varara
3391.1,+232-000-032+,nmna-.-sa,sa.nmna
3392.1,+740-176[,an-sa,saan
3393.1,+740-482-235+,an-sa-maa,maasaan
3394.1,+740-373-031-002-315-850+,an-ma-aa-v-sa-ra,rasavaamaan
3395.1,+740-900-003-001-000[,an-aa-j-aa-.,.aajaaan
3396.1,+930/740-100-233-240-000[,aaravaa-an-aa-m-ma-.,.mamaaanaaravaa
3397.1,+740-904-000[,an-aa-.,.aaan
3398.1,]740-760[,an-ra,raan
3399.1,+842-391-297-705-717[,nadan-raa-la-an-da,daanlaraanadan
3400.1,+740-798-231[,an-as-ma,maasan
3401.1,+226-575-920-140[,nmna-ma-da-ta,tadamanmna
3402.1,+740-390-590-000[,an-ra-va-.,.varaan
3403.1,+740-690-435-000[,an-ka-aa-.,.aakaan
3404.1,+740-760-482[,an-ra-sa,saraan
3405.1,+740-554-001-220[,an-as-aa-m,maaasan
3406.1,+740-803-235[,an-sa-maa,maasaan
3407.1,+390-000[,ra-.,.ra
3408.1,+151-000+,ya-.,.ya
3409.1,+740-176-220-415-002-435-000[,an-sa-ma-ta-va-aa-.,.aavatamasaan
3410.1,+740-798-000[,an-as-.,.asan
3411.1,+368-374-590-000[,na-ta-va-.,.vatana
3412.1,+226-415-031-741-000[,nmna-ta-aa-an-.,.anaatanmna
3413.1,+520-220-415-817[,na-ma-ta-ra,ratamana
3414.1,+091[,aaa,aaa
3415.1,+740-000[,an-.,.an
3416.1,+740-100-000[,an-aa-.,.aaan
3417.1,+740-100-000[,an-aa-.,.aaan
3418.1,+740-000[,an-.,.an
3419.1,+740[,an,an
3420.1,+740[,an,an
3421.1,+520-220-032-002-861+,na-ma-sa-va-ra,ravasamana
3422.1,+740-100-415-070-032-002-820-000+,an-aa-t-ma-sa-va-ra-.,.ravasamataaan
3423.1,+165-745[,ba-an,anba
3424.1,+406-000[,ra-.,.ra
3425.1,+733-000[,an-.,.an
3426.1,+520[,na,na
3427.1,+679-740-220-032-806-001-595-575-001-095+,aka-an-ma-sa-sa-aa-v-ma-aa-a,aaamavaasasamaanaka
3428.1,+740-055-527-555-000[,an-ja-ma-as-.,.asmajaan
3429.1,+098-060-702[,aa-m-an,anmaa
3430.1,+000-850-140-388-002-000[,.a-ra-ta-va-va-.,.vavatara.a
3431.1,+353-090-350-001-440-220-705-000[,ca-aa-c-aa-p-ma-an-.,.anmapaacaaca
3432.1,+390-000-000[,ra-.-.,..ra
3433.1,+161[,ya,ya
3434.1,+550-920-320-220[,as-da-ma-ma,mamadaas
3435.1,+255-240-235[,ma-ma-maa,maamama
3436.1,+740-176-000-000[,an-sa-.-.,..saan
3437.1,+407-004-002-861+,ra-ca-va-ra,ravacara
3438.1,]000-235-002[,.a-maa-va,vamaa.a
3439.1,]562[,nasan,nasan
3440.1,]820+,ra,ra
3441.1,+140-705[,ta-an,anta
3442.1,+520-033-705-240[,na-ja-an-ma,maanjana
3443.1,+740-690-435[,an-ka-aa,aakaan
3444.1,+740-760-460[,an-ra-da,daraan
3445.1,]740-760-000[,an-ra-.,.raan
3446.1,+740-000[,an-.,.an
3447.1,]740-033-000[,an-ja-.,.jaan
3448.1,]002-000[,va-.,.va
3449.1,+400-520-550[,i-n-as,asni
3450.1,+360-000[,ma-.,.ma
3451.1,+740-100-000-140-000+,an-aa-.-ta-.,.ta.aaan
3452.1,+000-000-388-028-741-060-920+,.a-.-va-as-an-ma-da,damaanasva..a
3453.1,+740-760-033-706-233-803+,an-ra-ja-an-ma-sa,samaanjaraan
3454.1,+617-550-033+,nna-as-ja,jaasnna
3455.1,+527-555-055-233-235-741-831-518+,ma-as-ja-ma-maa-an-sa-amaa,amaasaanmaamajaasma
3456.1,]000-235-002-065-834+,.a-maa-va-na-ta,tanavamaa.a
3457.1,+740-000-233-803-000-001-000+,an-.-ma-sa-.-aa-.,.aa.sama.an
3458.1,+236+,naaman,naaman
3459.1,+740-100-415-798-460-350-002-817+,an-aa-t-as-da-ca-va-ra,ravacadaastaaan
3460.1,+241-235+,nmna-maa,maanmna
3461.1,+527-554-001-297-190+,ma-as-aa-l-as,aslaaasma
3462.1,+740-540-002-820+,an-da-va-ra,ravadaan
3463.1,+151-390-590-002-374-840+,ya-ra-va-va-ta-da,datavavaraya
3464.1,+520-220-235-000-130-741+,na-ma-maa-.-ya-an,anya.maamana
3465.1,+241-156-590-706-794-732+,nmna-ya-va-an-u-an,anuanvayanmna
3466.1,+150-000+,ya-.,.ya
3467.1,+861-292-590-520-070-503+,ra-la-va-na-ma-aa,aamanavalara
3468.1,+740-455-240-235+,an-sa-ma-maa,maamasaan
3469.1,+808-347-061+,ta-ma-ta,tamata
3470.1,+390-005-140-000[,ra-pa-ta-.,.tapara
3471.1,+233-240[,ma-ma,mama
3472.1,+740-760-315+,an-ra-sa,saraan
3473.1,+930/070-615-417+,aaravaa-ma-na-ta,tanamaaaravaa
3474.1,+001-820-595-760-706-635+,aa-r-va-ra-an-ta,taanravaraa
3475.1,+740-564-060-820+,an-as-ma-ra,ramaasan
3476.1,+930+,aaravaa,aaravaa
3477.1,]717-593-706+,da-asvaa-an,anasvaada
3478.1,+565-740-240-103-002-000+,asi-an-ma-aaa-va-.,.vaaaamaanasi
3479.1,+740-100-140-003+,an-aa-t-ja,jataaan
3480.1,+520-231-002-820+,na-ma-va-ra,ravamana
3481.1,+740-615-104-002-817+,an-na-aa-v-ra,ravaanaan
3482.1,+740-798-745-924-692+,an-as-an-aa-k,kaaanasan
3483.1,+740-585-220/002-130-035-171+,an-ba-ma-va-ya-pa-u,upayavamabaan
3484.1,+550-233-235+,as-ma-maa,maamaas
3485.1,+740-140-002-741-060-920+,an-ta-va-an-ma-da,damaanvataan
3486.1,+740-335-233-002-861+,an-ma-ma-va-ra,ravamamaan
3487.1,+874-543-350/520-001-741-794-324+,ri-da-ca-na-aa-an-u-m,muanaanacadari
3488.1,+855-297-892+,saras-la-da,dalasaras
3489.1,+226+,nmna,nmna
3490.1,+740-803-002-820-741+,an-sa-va-ra-an,anravasaan
3491.1,]000-552-518+,.a-asaas-amaa,amaaasaas.a
3492.1,+000-585-220+,.a-ba-ma,maba.a
3493.1,]000-100-415+,.a-aa-t,taa.a
3494.1,+156-389+,ya-rrrra,rrrraya
3495.1,+820/000-000-031-002-817+,ra-.-.-aa-v-ra,ravaa..ra
3496.1,+060-692/740-269-140-002+,ma-ka-an-ataa-ta-va,vataataaankama
3497.1,+920-388+,da-va,vada
3498.1,+740-544/353-741-455-920+,an-da-ca-an-sa-da,dasaancadaan
3499.1,+401-065[,ii-na,naii
3500.1,+463-513-740-400-142-000+,da-u-an-i-a-.,.aianuda
3501.1,+820-595-813-541+,ra-va-ta-as,astavara
3502.1,+740-061-002-400-703+,an-ta-va-i-an,anivataan
3503.1,]740-717-240-002-820+,an-da-ma-va-ra,ravamadaan
3504.1,+740-904-002-820+,an-aa-v-ra,ravaaan
3505.1,+740-585-017-002-820+,an-ba-sa-va-ra,ravasabaan
3506.1,+740-416-621-002-820+,an-ta-ma-va-ra,ravamataan
3507.1,+621-520-072-921-368-000-000+,ma-na-ma-da-na-.-.,..nadamanama
3508.1,+740-772-235+,an-tara-maa,maataraan
3509.1,+520-220-002-861+,na-ma-va-ra,ravamana
3510.1,+679-000-000[,aka-.-.,..aka
3511.1,+621-520-231-240-002-456+,ma-na-ma-ma-va-as,asvamamanama
3512.1,+241-742-041+,nmna-an-aaa,aaaannmna
3513.1,+740-032-840-235-002-861+,an-sa-da-maa-va-ra,ravamaadasaan
3514.1,+740-923-877-032-803-000-000+,an-aa-r-sa-sa-.-.,..sasaraaan
3515.1,+860-520-231-803-001-440[,ra-na-ma-sa-aa-p,paasamanara
3516.1,+740-760-335-002-033-705+,an-ra-ma-va-ja-an,anjavamaraan
3517.1,+740-690-435-255-233+,an-ka-aa-m-ma,mamaakaan
3518.1,+520-000-000-233+,na-.-.-ma,ma..na
3519.1,+232-220-032-002-168-032+,nmna-ma-sa-va-va-sa,savavasamanmna
3520.1,+000-136-031-002-861+,.a-ya-aa-v-ra,ravaaya.a
3521.1,+520-233-031-002-861+,na-ma-aa-v-ra,ravaamana
3522.1,+136+,ya,ya
3523.1,+740-760-000[,an-ra-.,.raan
3524.1,]741-315-850-001-820[,an-sa-ra-aa-r,raarasaan
3525.1,+090-740-920-140-060-692+,aa-an-da-ta-ma-ka,kamatadaanaa
3526.1,+740-923-240-002-817+,an-aa-m-va-ra,ravamaaan
3527.1,+527-554-000[,ma-as-.,.asma
3528.1,+740-482+,an-sa,saan
3529.1,+520-033-705-220-032/231-072-002-270-633-032+,na-ja-an-ma-sa-ma-ma-va-ataa-ta-sa,sataataavamamasamaanjana
3530.1,+390-403+,ra-i,ira
3531.1,]000-033-032-920-140-545+,.a-ja-sa-da-ta-da,datadasaja.a
3532.1,]000-690+,.a-ka,ka.a
3533.1,+740-760-002-817+,an-ra-va-ra,ravaraan
3534.1,+002-820-906-000[,va-ra-ja-.,.jarava
3535.1,+740-927+,an-aa,aaan
3536.1,+035-171-158+,pa-u-y,yupa
3537.1,+740-927-231-060-692+,an-aa-m-ma-ka,kamamaaan
3538.1,+621/090-740-231-560-534+,ma-aa-an-ma-as-as,asasmaanaama
3539.1,]000/000-125-632-032/240-002-244-632+,.a-.-daa-ta-sa-ma-va-sa-ta,tasavamasatadaa..a
3540.1,]861-892-692/000-220-002-824[,ra-da-ka-.-ma-va-ra,ravama.kadara
3541.1,]000-000-741-000/740-231-235-741-060-920+,.a-.-an-.-an-ma-maa-an-ma-da,damaanmaamaan.an..a
3542.1,+455-257-000/595-810-705-455+,sa-sa-.-va-ta-an-sa,saantava.sasa
3543.1,]463+,da,da
3544.1,+143-096+,aaa-aa,aaaaa
3545.1,+740-500-000+,an-aa-.,.aaan
3546.1,+740-176+,an-sa,saan
3547.1,]067+,ma,ma
3548.1,+435-001-003+,aa-a-j,jaaa
3549.1,+098+,aa,aa
3550.1,+740-048-232+,an-asaa-nmna,nmnaasaaan
3551.1,+740-255-704-176+,an-ma-an-sa,saanmaan
3551.2,+390-017+,ra-sa,sara
3552.1,+790/740-100-415-740-257-840+,ra-an-aa-t-an-sa-da,dasaantaaanra
3552.2,+035-171-142+,pa-u-a,aupa
3553.1,+706+,an,an
3553.2,+595-420-706-140+,va-ya-an-ta,taanyava
3554.1,+269-315-255[,ataa-sa-ma,masaataa
3555.1,]000-550+,.a-as,as.a
3555.2,+790+,ra,ra
3555.3,+000+,.a,.a
3556.1,+520-220-034+,na-ma-ca,camana
3556.2,+740-690-435-255-002-861+,an-ka-aa-m-va-ra,ravamaakaan
3557.1,+090-740-100-320-001-300-632+,aa-an-aa-m-aa-l-ta,talaamaaanaa
3558.1,+151-416+,ya-ta,taya
3559.1,+400-090-740-032-840+,i-a-an-sa-da,dasaanai
3559.2,+401-390-016-853+,ii-ra-sa-u,usaraii
3560.1,+740-900-005-877+,an-aa-p-ra,rapaaan
3561.1,+520-033-705-235-233-002-817+,na-ja-an-maa-ma-va-ra,ravamamaaanjana
3562.1,+001-368-351+,aa-n-ca,canaa
3563.1,+740-000-240+,an-.-ma,ma.an
3564.1,+156-003+,ya-ja,jaya
3565.1,+402-741-575+,i-an-ma,maani
3565.2,+000+,.a,.a
3565.3,+000-740+,.a-an,an.a
3565.4,+820+,ra,ra
3565.5,+033-700-850-002+,ja-an-ra-va,varaanja
3566.1,+156-031+,ya-aa,aaya
3566.2,+156-031+,ya-aa,aaya
3567.1,]091[,aaa,aaa
3568.1,+740+,an,an
3569.1,+407-004-001-745-561-586+,ra-ca-aa-an-as-baba,babaasanaacara
3570.1,+000-740-000-520-480-002-570+,.a-an-.-na-sa-va-mara,maravasana.an.a
3571.1,+740-100-456-001-820+,an-aa-as-aa-r,raaasaaan
3572.1,+740-055-240-220-032-806+,an-ja-ma-ma-sa-sa,sasamamajaan
3573.1,+740-483-233-235-055+,an-ta-ma-maa-ja,jamaamataan
3574.1,+416-001-740-720-175-002-861+,ta-aa-an-da-sa-va-ra,ravasadaanaata
3575.1,+740-455-176-002-817+,an-sa-sa-va-ra,ravasasaan
3576.1,+520-033-706-240-235+,na-ja-an-ma-maa,maamaanjana
3577.1,+154-388-717-706+,ya-va-da-an,andavaya
3578.1,+400-456-503-337-484-920-140+,i-as-aa-m-aa-d-ta,tadaamaaasi
3579.1,+520-070-921-742-615-920+,na-ma-da-an-na-da,danaandamana
3580.1,+740-055-002-861-603+,an-ja-va-ra-aa,aaravajaan
3581.1,+130-032-905+,ya-sa-na,nasaya
3582.1,+740-752-440-220-032-798+,an-ra-pa-ma-sa-as,assamaparaan
3583.1,+159-243-001-740-325+,ya-maa-aa-an-ma,maanaamaaya
3584.1,+032-905+,sa-na,nasa
3585.1,+400-271-000+,i-ata-.,.atai
3586.1,]000-803-742-060-920+,.a-sa-an-ma-da,damaansa.a
3587.1,]000-137-060-165-763+,.a-aa-m-ba-ra,rabamaa.a
3588.1,+595-000[,va-.,.va
3589.1,+416-001-520-240-806-002-502-031+,ta-aa-n-ma-sa-va-aa-a,aaavasamanaata
3590.1,]000-204-140-840+,.a-as-ta-da,dataas.a
3591.1,]000-233-231-001-820+,.a-ma-ma-aa-r,raamama.a
3592.1,]000-900-003-806-231-235[,.a-aa-j-sa-ma-maa,maamasajaa.a
3593.1,+090-740-900-100[,aa-an-aa-a,aaaanaa
3594.1,]000-100-001-703-920-602+,.a-aa-a-an-da-aa,aadaanaaa.a
3595.1,+595-820-706+,va-ra-an,anrava
3596.1,+740-222[,an-namaa,namaaan
3597.1,]904-745-001-360+,aa-an-aa-m,maaanaa
3598.1,+000-064-845-527-555-000[,.a-ra-da-ma-as-.,.asmadara.a
3599.1,+740-176-220[,an-sa-ma,masaan
3600.1,+407-845-220-415-798-000[,ra-da-ma-ta-as-.,.astamadara
3601.1,+407-370[,ra-ka,kara
3602.1,]806-002-824+,sa-va-ra,ravasa
3603.1,]740-100-000[,an-aa-.,.aaan
3604.1,+527-550-033-705-233-002-817+,ma-as-ja-an-ma-va-ra,ravamaanjaasma
3605.1,+617-142-001-747-000[,nna-aa-a-an-.,.anaaanna
3606.1,+740-407-590-000[,an-ra-va-.,.varaan
3607.1,]000-877-032-000[,.a-ra-sa-.,.sara.a
3608.1,]000-231-798[,.a-ma-as,asma.a
3609.1,+740-405-590-745[,an-ra-va-an,anvaraan
3610.1,+400-159-877+,i-y-ra,rayi
3611.1,+740-405-590-806-002-820+,an-ra-va-sa-va-ra,ravasavaraan
3612.1,+740-460-503+,an-da-aa,aadaan
3613.1,+740-032-055-001-407-004+,an-sa-ja-aa-r-ca,caraajasaan
3614.1,+032-820-877+,sa-ra-ra,rarasa
3615.1,+407-004-001-740-407-590-235+,ra-ca-aa-an-ra-va-maa,maavaraanaacara
3616.1,+520-400-354-002-817+,na-i-c-va-ra,ravacina
3617.1,+400-740-220+,i-an-ma,maani
3618.1,+946+,naktan,naktan
3619.1,+407-016-001-740-923+,ra-sa-aa-an-aa,aaanaasara
3620.1,+617-142-240+,nna-aa-m,maanna
3621.1,+127-381-292-590-032-901-620+,daada-baba-la-va-sa-aa-s,saasavalababadaada
3622.1,+154-384+,ya-ba,baya
3623.1,+740-460-503-002-880+,an-da-aa-v-ra,ravaadaan
3624.1,]798-806-002-904-346+,as-sa-va-aa-m,maavasaas
3625.1,+527-555-231-240-798+,ma-as-ma-ma-as,asmamaasma
3626.1,+740-388[,an-va,vaan
3627.1,+423-003-491+,ya-ja-aa,aajaya
3628.1,+740-798-405-590-033-706-806+,an-as-ra-va-ja-an-sa,saanjavaraasan
3629.1,+155-806-000[,ya-sa-.,.saya
3630.1,+407-063-444-388-231-000[,ra-ta-paa-va-ma-.,.mavapaatara
3631.1,+740-585[,an-ba,baan
3632.1,]740-335[,an-ma,maan
3633.1,+740-388-807-033-705-233[,an-va-nasan-ja-an-ma,maanjanasanvaan
3634.1,]000-142-001-220-455-820+,.a-aa-a-m-sa-ra,rasamaaa.a
3635.1,+407-845-220[,ra-da-ma,madara
3636.1,]000-590-233+,.a-va-ma,mava.a
3637.1,+400-032-000-140+,i-s-.-ta,ta.si
3638.1,]000-798-746-924+,.a-as-an-aa,aaanas.a
3639.1,+154-806-468-001-000[,ya-sa-ka-aa-.,.aakasaya
3640.1,+617-142[,nna-aa,aanna
3641.1,]000-747-590-348+,.a-an-va-ma,mavaan.a
3642.1,+407-063-740[,ra-ta-an,antara
3643.1,+154-388-717-000[,ya-va-da-.,.davaya
3644.1,+405-017-001-000[,ra-sa-aa-.,.aasara
3645.1,+354-001-740-690-435-255-000[,ca-aa-an-ka-aa-m-.,.maakaanaaca
3646.1,+016-002-595-342-632+,sa-va-va-ma-ta,tamavavasa
3647.1,+740-680-090-585-017+,an-saksaa-aa-b-sa,sabaasaksaaan
3648.1,+740-390-590-235-002-861+,an-ra-va-maa-va-ra,ravamaavaraan
3649.1,+740-407-220[,an-ra-ma,maraan
3650.1,+740-861-032-233-803-002-820+,an-ra-sa-ma-sa-va-ra,ravasamasaraan
3651.1,+406-371-220-415-803-742-920-320+,ra-ka-ma-ta-sa-an-da-ma,madaansatamakara
3652.1,+527-555-235+,ma-as-maa,maaasma
3653.1,+740-463-503-745[,an-da-aa-an,anaadaan
3654.1,]000-002-820+,.a-va-ra,rava.a
3655.1,]000-727-033-705-838+,.a-ma-ja-an-sa,saanjama.a
3656.1,]368-817-550+,na-ra-as,asrana
3657.1,+032-002-900-285+,sa-va-aa-as,asaavasa
3658.1,+520-033-705+,na-ja-an,anjana
3659.1,]000-017-741-060-920+,.a-sa-an-ma-da,damaansa.a
3660.1,+740-717-000[,an-da-.,.daan
3661.1,+390-070-220-032[,ra-ma-ma-sa,samamara
3662.1,+000-615-503[,.a-na-aa,aana.a
3663.1,+405-003-060-820+,ra-ja-ma-ra,ramajara
3663.2,+740-923-033-705-000[,an-aa-j-an-.,.anjaaan
3664.1,+390-016+,ra-sa,sara
3665.1,+740-483-803-626-061+,an-ta-sa-ra-ta,tarasataan
3666.1,+861-362+,ra-ma,mara
3667.1,+740-900-005+,an-aa-p,paaan
3668.1,]000-055-592-140-832-002-060-820[,.a-ja-navanaa-ta-ta-va-ma-ra,ramavatatanavanaaja.a
3669.1,+091[,aaa,aaa
3670.1,+527-550-002-370+,ma-as-va-ka,kavaasma
3671.1,+154-101+,ya-aaa,aaaya
3672.1,+000-700-033-000+,.a-an-ja-.,.jaan.a
3673.1,+790-032-033-705+,ra-sa-ja-an,anjasara
3674.1,+000-740+,.a-an,an.a
3675.1,+740-540-920+,an-da-da,dadaan
3676.1,+151-031-000-000+,ya-aa-.-.,..aaya
3677.1,+527-550-002-370+,ma-as-va-ka,kavaasma
3678.1,+740-792+,an-tata,tataan
3679.1,+740-575-017-031-741-060-920+,an-ma-sa-aa-an-ma-da,damaanaasamaan
3680.1,+904-004-821-001-480-850-595-391+,aa-c-rara-aa-s-ra-va-raa,raavarasaararacaa
3681.1,+740-760-032-002-817+,an-ra-sa-va-ra,ravasaraan
3681.2,+740-760-032-002-817[,an-ra-sa-va-ra,ravasaraan
3681.3,+740-760-032-002-817+,an-ra-sa-va-ra,ravasaraan
3681.4,]000-000[,.a-.,..a
3682.1,]000-000-335-235-002-031-480[,.a-.-ma-maa-va-aa-s,saavamaama..a
3683.1,+156-003+,ya-ja,jaya
3684.1,+400-525-550+,i-m-as,asmi
3685.1,+000-000-000-798-002-817-032-320+,.a-.-.-as-va-ra-sa-ma,masaravaas...a
3686.1,+000-003-000-817+,.a-ja-.-ra,ra.ja.a
3687.1,+740-000+,an-.,.an
3688.1,+520-033-705-803-853+,na-ja-an-sa-u,usaanjana
3689.1,+167-705+,va-an,anva
3689.2,+167-705-000-360+,va-an-.-ma,ma.anva
3690.1,+167-704+,va-an,anva
3690.2,+167-704+,va-an,anva
3691.1,+871-000-740-368-002+,ra-.-an-na-va,vanaan.ra
3691.2,+705-700-000+,an-an-.,.anan
3691.3,+000-382+,.a-ba,ba.a
3692.1,+400-000[,i-.,.i
3693.1,+000-388-400-740-000-617+,.a-va-i-an-.-nna,nna.aniva.a
3694.1,+740-176[,an-sa,saan
3695.1,+740-000[,an-.,.an
3696.1,+740-760-335-803+,an-ra-ma-sa,samaraan
3697.1,+400-740-033-503+,i-an-ja-aa,aajaani
3698.1,+740-630+,an-ta,taan
3699.1,+740-630+,an-ta,taan
3700.1,+740-630+,an-ta,taan
3701.1,+740-630+,an-ta,taan
3702.1,]740-630+,an-ta,taan
3703.1,+090-740-240-235-590-645-104+,aa-an-ma-maa-va-ka-aa,aakavamaamaanaa
3704.1,+090-740-240-235-590-645-104+,aa-an-ma-maa-va-ka-aa,aakavamaamaanaa
3705.1,+176-103+,sa-aaa,aaasa
3705.2,+740-100-415-240+,an-aa-t-ma,mataaan
3706.1,+540+,da,da
3706.2,+400-158-806-467+,i-y-sa-ka,kasayi
3707.1,]838-002-817+,sa-va-ra,ravasa
3708.1,+000-000-002[,.a-.-va,va..a
3709.1,+875-700-384-125+,ra-an-ba-daa,daabaanra
3709.2,+740-482-803-745-450-575+,an-sa-sa-an-la-ma,malaansasaan
3710.1,+400-097-700-004+,i-aa-an-ca,caanaai
3711.1,+740-760-036-220-415-798-002-861+,an-ra-sa-ma-ta-as-va-ra,ravaastamasaraan
3712.1,+001-484-140-002-220-627-615-906-388+,aa-a-t-va-ma-raa-na-ja-va,vajanaraamavataaa
3713.1,+090-740-792-740-220-003-803+,aa-an-tata-an-ma-ja-sa,sajamaantataanaa
3714.1,+740-384+,an-ba,baan
3714.2,+740-384+,an-ba,baan
3714.3,+740-384+,an-ba,baan
3715.1,+000-000-382-000+,.a-.-ba-.,.ba..a
3716.1,+226+,nmna,nmna
3717.1,]495+,aa,aa
3718.1,]550[,as,as
3719.1,+400-740-923-226-032+,i-an-aa-nmn-sa,sanmnaaani
3720.1,+740-220-003+,an-ma-ja,jamaan
3721.1,]000-220-002+,.a-ma-va,vama.a
3722.1,+740-220-003+,an-ma-ja,jamaan
3723.1,+740-220-003+,an-ma-ja,jamaan
3724.1,+740-220-003+,an-ma-ja,jamaan
3725.1,+690-323+,ka-ma,maka
3725.2,+740-690-060-550+,an-ka-ma-as,asmakaan
3726.1,+690-323+,ka-ma,maka
3726.2,+740-690-060-550+,an-ka-ma-as,asmakaan
3727.1,+740-176-233-831+,an-sa-ma-sa,samasaan
3728.1,+740-176-233-806+,an-sa-ma-sa,samasaan
3729.1,+740-220-233-000+,an-ma-ma-.,.mamaan
3730.1,+740-176-231-806+,an-sa-ma-sa,samasaan
3730.2,+740-407-590+,an-ra-va,varaan
3731.1,+740-384-000-000+,an-ba-.-.,..baan
3732.1,+740-000-000+,an-.-.,..an
3733.1,+407-845-220-415+,ra-da-ma-ta,tamadara
3734.1,+407-845-220-415+,ra-da-ma-ta,tamadara
3734.2,+790-740-100-405-590+,ra-an-aa-r-va,varaaanra
3735.1,+407-004-001-617-142+,ra-ca-aa-nn-aa,aannaacara
3735.2,+165-900-790+,ba-aa-r,raaba
3736.1,+740-798-233+,an-as-ma,maasan
3736.2,+165-900-000+,ba-aa-.,.aaba
3737.1,+035+,pa,pa
3737.2,+740-773+,an-tara,taraan
3738.1,+617-142-001-595-095-717-747+,nna-aa-a-v-aa-d-an,andaavaaanna
3739.1,]001-595-142-717-747+,aa-v-aa-d-an,andaavaa
3740.1,+000-740-690-435-255+,.a-an-ka-aa-m,maakaan.a
3741.1,+424-003-001-900-740-690-435-255+,ya-ja-aa-a-an-ka-aa-m,maakaanaaajaya
3742.1,+422-003-900-740-690-435-255+,ya-ja-aa-an-ka-aa-m,maakaanaajaya
3743.1,+000-900-740-690-000+,.a-aa-an-ka-.,.kaanaa.a
3744.1,+000-003-000+,.a-ja-.,.ja.a
3745.1,+422-003-900-740-690-435-255+,ya-ja-aa-an-ka-aa-m,maakaanaajaya
3746.1,+422-003-900-740-690-435-255+,ya-ja-aa-an-ka-aa-m,maakaanaajaya
